cosmid	noun. A type of plasmid (often used as a cloning vector) constructed by the insertion of cos sequences, which are DNA sequences of the lambda phage.
cosmo	noun. A cosmopolitan, a cocktail containing vodka, triple sec, lime juice, and cranberry juice.
coss	noun. A measure of distance, varying from one and a quarter to two and a half English miles.
cost	verb. To incur a charge of; to require payment of a (specified) price.
costa	noun. Synonym of rib.
costae	noun. plural of costa
costar	noun. A person who shares star billing with another.
costard	noun. A large cooking apple.
costean	noun. A trench in solid rock intersected by pits which reveals mineral veins.
costed	verb. simple past and past participle of cost
coster	noun. Clipping of costermonger.
costume	noun. A style of dress, including garments, accessories and hairstyle, especially as characteristic of a particular country, period or people.
costumer	noun. A person who designs, makes or supplies theatrical costumes.
cosurety	noun. someone who is surety with another.
cosy	adjective. Affording comfort and warmth; snug; social and comfortable.
cot	noun. A simple bed, especially one for portable or temporary purposes.
cotan	symbol. Abbreviation of cotangent
cotch	verb. Pronunciation spelling of catch.
cote	noun. A cottage or hut.
coted	verb. simple past and past participle of cote
coterie	noun. A circle of individuals who associate with one another for a common purpose.
coteries	noun. plural of coterie
cotery	noun. Obsolete form of coterie.
cotes	noun. plural of cote
coth	symbol. The hyperbolic function hyperbolic cotangent.
cothe	noun. Alternative form of coath.
coting	verb. present participle and gerund of cote
cotise	noun. Alternative form of cottise.
cotised	adjective. Alternative form of cottised.
coto	noun. A traditional Spanish unit of length, equivalent to about 10.4 cm.
cots	noun. plural of cot
cotta	noun. A surplice, in England and America usually one shorter and less full than the ordinary surplice and with short sleeves, or sometimes none.
cottar	noun. Alternative form of cotter (“peasant inhabiting a cottage”).
cottars	noun. plural of cottar
cottas	noun. plural of cotta
cotted	adjective. matted; tangled
cotter	noun. A pin or wedge inserted through a slot to hold machine parts together.
cottered	verb. simple past and past participle of cotter
cottid	noun. Any fish in the family Cottidae, the sculpins.
cotts	noun. plural of cott
cotyle	noun. Alternative form of kotyle (“cantharus, a kind of ancient Greek and Roman cup”).
coua	noun. A terrestrial bird of the genus Coua, in the cuckoo family.
coud	verb. Obsolete spelling of could.
cough	verb. Sometimes followed by up: to force (something) out of the lungs or throat by pushing air from the lungs through the glottis (causing a short, explosive sound), and out through the mouth.
could	verb. simple past of can
coulee	noun. A stream, especially one in the western US or Canada, generally smaller than a bayou; it may (or may not) run dry in summer, may be sluggish, shallow, and wide (forming in effect a pond or slough), or may have formerly cut a deep gulch or ravine, but at present run dry.
counite	verb. To bring together; to unite.
count	verb. To recite numbers in sequence.
counted	verb. simple past and past participle of count
counts	noun. plural of count
coup	noun. A quick, brilliant, and highly successful act.
coupe	noun. A shallow glass or glass dish, usually with a stem, in which sparkling wine or desserts are served.
couped	adjective. Cut off smoothly, as distinguished from erased (used especially for the head or limb of an animal).
couper	noun. A dealer in horses or other livestock.
coupers	noun. plural of couper
coupes	noun. plural of coupe
couping	verb. present participle and gerund of coup
couple	noun. Two of the same kind connected or considered together.
coupling	noun. The act of joining together to form a couple.
coupon	noun. A section of a ticket, showing the holder to be entitled to some specified accommodation or service, as to a passage over a designated line of travel, a particular seat in a theater, a discount, etc.
coups	noun. plural of coup
cour	noun. A three-month unit of television broadcasting, corresponding to one of the four seasons.
courap	noun. An itching skin disease, common in India, with eruptions on the face, breast, groin, etc.
courb	verb. To bend; to bow.
courbs	verb. third-person singular simple present indicative of courb
coure	verb. Obsolete form of cower.
coured	verb. simple past and past participle of coure
coures	verb. third-person singular simple present indicative of coure
cours	noun. Obsolete form of course.
course	noun. A sequence of events.
courser	noun. A dog used for coursing.
coursey	noun. A space in the galley; a part of the hatches.
court	noun. An enclosed space; a courtyard; an uncovered area shut in by the walls of a building, or by different buildings; also, a space opening from a street and nearly surrounded by houses; a blind alley.
courtesy	noun. Polite behavior.
courts	noun. plural of court
cousin	noun. Chiefly with a qualifying word: Any relation (especially a distant one) who is not a direct ancestor or descendant but part of a person 's extended family; a kinsman or kinswoman.
couter	noun. A piece of armor which covers the elbow.
couters	noun. plural of couter
couth	adjective. Familiar, known; well-known, renowned.
cove	noun. A hollow in a rock; a cave or cavern.
coved	verb. simple past and past participle of cove
coven	noun. A nunnery, a convent.
covens	noun. plural of coven
covent	noun. Convent.
cover	noun. A lid.
coverage	noun. An amount by which something or someone is covered.
coverer	noun. Agent noun of cover: one who covers.
covering	verb. present participle and gerund of cover
covers	noun. plural of cover
covert	adjective. Secret, surreptitious, concealed.
coves	noun. plural of cove
covet	verb. To wish for with eagerness; to desire possession of, often enviously.
covey	noun. A brood or family of partridges (family Phasianidae), which includes game birds such as grouse (tribe Tetraonini) and ptarmigans (tribe Tetraonini, genus Lagopus).
covid	noun. Alternative form of COVID
covin	noun. Fraud, deception.
covine	noun. Alternative form of covin (“fraud, deception”).
coving	noun. A concave surface forming a junction between a ceiling and a wall.
cow	noun. An adult female of the species Bos taurus, especially one that has calved.
coween	noun. Synonym of long-tailed duck.
cower	verb. To crouch or cringe, or to avoid or shy away from something, in fear.
cowmen	noun. plural of cowman
coy	adjective. Bashful, shy, retiring.
coyan	noun. Alternative form of kojang (“former unit of weight”).
coyed	verb. simple past and past participle of coy
coyer	adjective. comparative form of coy: more coy
coyest	adjective. superlative form of coy: most coy
coyn	noun. Obsolete spelling of coin.
coys	noun. plural of coy
cpi	noun. The measure of a number of typeset font characterss per inch used or supported by a digital display device
cpo	symbol. ISO 639-3 language code for Kpee.
craal	noun. Archaic form of kraal.
craaled	verb. simple past and past participle of craal
crab	noun. Any crustacean of the infraorder Brachyura, having five pairs of legs, the foremost of which are in the form of claws, and a carapace.
crabs	noun. plural of crab
crack	verb. To form cracks.
cracking	noun. The thermal decomposition of a substance, especially that of crude petroleum in order to produce petrol / gasoline.
cradle	noun. A bed or cot for a baby, oscillating on rockers or swinging on pivots.
craft	noun. Strength; power; might; force.
crafts	noun. plural of craft
crag	noun. A rocky outcrop; a rugged steep cliff or rock.
craig	noun. A rocky crag.
craking	verb. present participle and gerund of crake
cram	verb. To press, force, or drive, particularly in filling, or in thrusting one thing into another; to stuff; to fill to superfluity.
crame	noun. A merchant's booth; a shop or tent where goods are sold; a stall
crames	verb. third-person singular simple present indicative of crame
cramp	noun. A painful contraction of a muscle which cannot be controlled; a similar pain even without noticeable contraction.
crampy	adjective. Characterised by cramp.
crams	verb. third-person singular simple present indicative of cram
cran	noun. A measure of herrings, either imprecise or sometimes legally specified.
crane	noun. Any bird of the family Gruidae, large birds with long legs and a long neck which is extended during flight.
craned	verb. simple past and past participle of crane
cranes	noun. plural of crane
cranet	noun. Obsolete form of crinet.
crang	noun. Alternative form of krang.
crania	noun. plural of cranium.
cranic	adjective. Synonym of cranial.
crank	adjective. Hard; difficult.
crans	noun. plural of cran
crants	noun. A garland carried before the bier of a maiden and subsequently hung over the grave.
crap	noun. The husk of grain; chaff.
crape	noun. Alternative form of crepe (“a thin fabric, paper, or pancake”).
crapes	noun. plural of crape
craple	noun. Obsolete form of grapple.
crappo	adjective. Of very low quality; crap, lousy.
craps	noun. A game of gambling, or chance, where the players throw dice to make scores and avoid crap.
crapy	adjective. Resembling crape.
crare	noun. A slow unwieldy trading vessel.
crares	noun. plural of crare
crases	noun. plural of crasis
crash	noun. A sudden, intense, loud sound, as made for example by cymbals.
crasher	noun. One who crashes.
crass	adjective. Coarse; crude; unrefined or insensitive; lacking discrimination or taste.
crate	noun. A large open box or basket, used especially to transport fragile goods.
crater	noun. A hemispherical pit created by the impact of a meteorite or other object.
crates	noun. plural of crate
crating	verb. present participle and gerund of crate
craton	noun. A part of the Earth’s crust that has survived the splitting and merging of continents.
cratons	noun. plural of craton
cratur	noun. Alternative form of creature.
crave	verb. To desire strongly, so as to satisfy an appetite; to long or yearn for.
craven	adjective. Unwilling to fight; lacking even the rudiments of courage; extremely cowardly.
craves	verb. third-person singular simple present indicative of crave
craw	noun. The stomach of an animal.
cray	noun. A crayfish or lobster.
craye	noun. A type of vessel, which was notably used in Denmark and Sweden
crayon	noun. A stick of colored chalk or wax used for drawing.
crays	noun. plural of cray
crc	symbol. ISO 639-3 language code for Lonwolwol.
cream	noun. The butterfat or milkfat part of milk which rises to the top; this part when separated from the remainder.
creams	noun. plural of cream
creant	adjective. creative; formative
crease	noun. A line or mark made by folding or doubling any pliable substance; hence, a similar mark, however produced.
creased	adjective. Having a crease or creases.
creaser	noun. A tool, person, or device for making creases.
creases	noun. plural of crease
creasy	adjective. Full of creases.
create	verb. To bring into existence;
creates	verb. third-person singular simple present indicative of create
creatic	adjective. Relating to, or produced by, meat.
creatin	noun. Alternative form of creatine.
creating	verb. present participle and gerund of create
creation	noun. Something created such as an invention or artwork.
creative	adjective. Tending to create things, or having the ability to create; often, excellently, in a novel fashion, or any or all of these.
creature	noun. A living being, such as an animal, monster, or alien.
cred	noun. Credibility.
credal	adjective. Alternative spelling of creedal.
credible	adjective. Believable or plausible.
credit	verb. To believe; to put credence in.
creditor	noun. A person to whom a debt is owed.
credits	noun. plural of credit
credo	noun. A statement of a belief or a summary statement of a whole belief system; also (metonymically) the belief or belief system itself.
credos	noun. plural of credo
creds	noun. plural of cred
creed	noun. That which is believed; accepted doctrine, especially religious doctrine; a particular set of beliefs; any summary of principles or opinions professed or adhered to.
creeds	noun. plural of creed
creek	noun. A small inlet, often saltwater, leading to the sea or to the main channel of a river, especially a river estuary.
creeks	noun. plural of creek
creel	noun. A woven basket, especially a wicker basket.
creels	noun. plural of creel
creen	verb. To complain; to whine; to moan.
creep	verb. To move slowly with the abdomen close to the ground.
creepie	noun. A low stool.
creeps	noun. plural of creep
creese	noun. Archaic form of kris.
creesed	verb. simple past and past participle of creese
creesh	verb. To grease.
creme	adjective. Alternative spelling of crème.
crena	noun. A furrow or notch.
crenae	noun. plural of crena
crenate	adjective. Having round or blunt teeth on its margin; scalloped.
crenel	noun. The space between merlons in a crenelated battlement.
creole	noun. A language formed from two or more languages which has developed from a pidgin to become a first language.
crepe	noun. A flat round pancake -like pastry from Lower Brittany, made with wheat.
crepes	noun. plural of crepe
crepis	noun. A plant of the genus Crepis in the family Compositae.
crept	verb. simple past and past participle of creep
cresol	noun. Any of the three isomeric phenols derived from toluene: ortho -, meta - or para -methylphenol.
cress	noun. A plant of various species, chiefly cruciferous.
crest	noun. The summit of a hill or mountain ridge.
crestal	adjective. That is situated on, or forms part of, a crest.
crested	adjective. Having a crest, or ornamental tuft (on an animal) or plume (on a helmet).
cresyl	noun. Any of three isomeric univalent radical derived from a cresol; tolyl
cretic	adjective. Using or relating to a metrical pattern of poetry where each foot is composed of three syllables, the first and third of which are stressed and the second is unstressed.
cretin	noun. A person who fails to develop mentally and physically due to a congenital hypothyroidism.
cretons	noun. plural of creton
crevet	noun. A cruet (small container for holding a condiment, or for holding water or wine for the Eucharist).
crevis	noun. The crayfish.
crew	noun. A group of people together Any company of people; an assemblage; a throng.
crewe	noun. A group of people, especially in Louisiana, who support a Mardi Gras float in parades, as well as other charity work.
crewed	adjective. Having a crew; manned; piloted.
crewet	noun. Obsolete form of cruet.
crewmen	noun. plural of crewman
crib	noun. A baby’s bed with high, often slatted, often moveable sides, suitable for a child who has outgrown a cradle or bassinet.
cribo	noun. Any of various snakes in the genus Drymarchon.
cribs	noun. plural of crib
cric	noun. Cricothyrotomy; cricothyroidotomy.
crick	noun. A painful stiffness in some part of the body, like the neck or back, which makes it difficult to move the affected body part for some time; a cramp.
cried	verb. simple past and past participle of cry
crier	noun. One who cries.
criers	noun. plural of crier
cries	verb. third-person singular simple present indicative of cry
criey	adjective. Alternative form of cryey.
crile	noun. A small person or creature; a dwarf or runt.
crime	noun. A specific act committed in violation of the law, especially criminal law.
crimes	noun. plural of crime
crimina	noun. plural of crimen
criminal	adjective. Against the law; forbidden by law.
crimp	adjective. Easily crumbled; friable; brittle.
crimple	verb. to crumple, crimp
crimps	noun. plural of crimp
crims	noun. plural of crim
crin	noun. horsehair fabric
crinal	adjective. Pertaining to the hair.
crinate	adjective. Having hair; hairy; crinated.
crine	verb. To wither, wilt, shrivel.
crined	adjective. Having hair or a mane of a specified tincture, different from that of the body.
crinel	noun. Alternative form of crinet.
crinet	noun. Each of the small hair -like feathers growing around a hawk 's cere.
cringe	verb. To cower, flinch, recoil, shrink, or tense, as in disgust, embarrassment, or fear.
cringle	noun. A short piece of rope, arranged as a grommet around a metal ring, used to attach tackle to a sail etc.
crinite	adjective. Having the appearance of a tuft of hair.
crinose	adjective. Hairy.
crip	noun. A cripple.
cripes	interjection. A mild curse or expression of surprise.
crips	noun. plural of crip
cris	noun. Alternative form of kris (“dagger”).
crise	noun. Obsolete form of kris.
crisp	adjective. Senses relating to curliness.
criss	noun. Alternative form of kris (“dagger”).
crista	noun. Any of the internal compartments formed by the inner membrane of a mitochondrion, where many chemical reactions take place.
cristae	noun. plural of crista
criteria	noun. plural of criterion
crith	noun. the weight of 1 litre of hydrogen at standard temperature and pressure.
criths	noun. plural of crith
critic	noun. A person who appraises the works of others.
critical	adjective. Inclined to find fault or criticize.
crits	noun. plural of crit
critter	noun. A creature, and specifically, an animal or something animal-like.
critters	noun. plural of critter
crl	symbol. ISO 639-3 language code for Northern East Cree.
cro	noun. Synonym of bro (“a male comrade or friend”).
croc	noun. A crocodile.
croft	noun. An enclosed piece of land, usually small and arable and used for small-scale food production, and often with a dwelling next to it; in particular, such a piece of land rented to a farmer (a crofter), especially in Scotland, together with a right to use separate pastureland shared by other crofters.
crofts	noun. plural of croft
croise	noun. A pilgrim bearing or wearing a cross, i.e. a Christian crusader.
crome	noun. A garden or agricultural implement with three or four tines bent at right angles, resembling a garden fork with bent prongs, and used for breaking up soil, clearing ditches, raking up shellfish on beaches, etc.
cromes	noun. plural of crome
crone	noun. An old woman.
cronel	noun. The metal head of a tilting spear or lance, which could be blunt or consist of many small points (to grip armor), designed not to penetrate or wound.
crones	noun. plural of crone
cronet	noun. The coronet of a horse.
cronets	noun. plural of cronet
cronies	noun. plural of crony
crony	noun. A close friend.
crool	verb. To murmur or mutter.
croon	verb. To hum or sing (a song or tune), or to speak (words), softly in a low pitch or in a sentimental manner; specifically, to sing (a popular song) in a low, mellow voice.
crop	noun. A plant, grown for it, or its fruits or seeds, to be harvested as food, livestock fodder, or fuel or for any other economic purpose.
crops	noun. plural of crop
crore	noun. ten million (10⁷): 10,000,000, that is, with Indian digit grouping, 1,00,00,000.
crores	noun. plural of crore
crosne	noun. A vegetable, of species Stachys affinis; a Chinese artichoke.
cross	noun. A geometrical figure consisting of two straight lines or bars intersecting each other such that at least one of them is bisected by the other.
crosse	noun. A lacrosse stick.
crossing	noun. Cross-breeding.
crost	noun. Pronunciation spelling of cross.
croton	noun. Any of various plants, of the genus Croton, that yield croton oil.
croup	noun. The top of the rump of a horse or other quadruped.
croupe	noun. Alternative form of croup.
crouped	verb. simple past and past participle of croup
crouper	noun. Obsolete form of crupper.
croupes	noun. plural of croupe
croups	noun. plural of croup
crouse	adjective. brisk; lively; bold
crout	noun. sauerkraut
crow	noun. A bird, usually black, of the genus Corvus, having a strong conical beak, with projecting bristles; it has a harsh, croaking call.
crown	noun. A royal, imperial or princely headdress; a diadem.
croy	noun. (Scottish) a natural or man-made protrusion or jetty projecting on a river and used to manage river fisheries, providing an obstacle to slow down current, a shelter for fish, a funnel to net them, and a platform to cast from.
crs	symbol. ISO 639-3 language code for Seychellois Creole.
crt	symbol. ISO 639-3 language code for Iyojwa'ja Chorote.
cru	noun. A vineyard or group of vineyards in France, especially one having a high reputation.
crucial	adjective. Essential or decisive for determining the outcome or future of something; extremely important; vital.
crud	noun. Dirt, filth or refuse.
crude	adjective. In a natural, untreated state.
cruder	adjective. comparative form of crude: more crude
crue	noun. Obsolete form of crew.
cruel	adjective. Intentionally causing or reveling in pain and suffering; merciless, heartless.
crueler	adjective. comparative form of cruel: more cruel
crues	noun. plural of crue
cruet	noun. A small bottle or container used to hold a condiment, such as oil, vinegar, salt, or pepper, for use at a dining table.
cruets	noun. plural of cruet
cruise	noun. A sea or lake voyage, especially one taken for pleasure.
cruising	noun. Sailing about without an exact destination, especially for pleasure.
crump	noun. The sound of a muffled explosion.
crumpet	noun. A type of savoury cake, typically flat and round, made from batter and yeast, containing many small holes and served toasted, usually with butter.
crumpets	noun. plural of crumpet
crumps	noun. plural of crump
cruor	noun. The colouring matter of the blood.
crup	noun. Alternative form of croup (the rump of a horse)
crura	noun. plural of crus
crural	adjective. Pertaining to the leg.
crus	noun. The shin (tibia and fibula)
cruse	noun. A small jar used to hold liquid, such as oil or water.
cruset	noun. A goldsmith 's crucible.
crush	noun. A violent collision or compression; a crash; destruction; ruin.
crushing	verb. present participle and gerund of crush
crusie	noun. Alternative form of cruisie (“oil-burning lamp”).
crust	noun. A more solid, dense or hard layer on a surface or boundary.
crustie	noun. Alternative form of crusty (“tramp or urban subculture member with poor hygiene”).
crusty	adjective. Having a crust, especially a thick one.
crusy	noun. Alternative form of cruisie.
crut	noun. A cross - measure tunnel or drift.
crwth	noun. An archaic stringed instrument associated particularly with Wales, though once played widely in Europe, and characterized by a vaulted back and enough space for the player to stop each of the six strings on the fingerboard.
cry	verb. To shed tears; to weep, especially in anger or sadness.
ctene	noun. A band of fused cilia on the bodies of ctenophores, used for locomotion.
ctenes	noun. plural of ctene
ctenidia	noun. plural of ctenidium
ctenii	noun. plural of ctenius
ctenoid	adjective. Having a toothed margin, usually fish scales
cto	symbol. ISO 639-3 language code for Emberá-Catío.
cuarta	noun. A traditional Galician unit of dry measure, a quarter - ferrado equivalent to about 3 – 4.5 L depending on the substance measured.
cub	noun. The young of certain animals, chiefly large carnivorous mammals, including the bear, wolf, fox, lion and tiger.
cubs	noun. plural of cub
cud	noun. The portion of food which is brought back into the mouth by ruminants from their rumen, to be chewed a second time.
cuds	noun. plural of cud
cue	noun. The name of the Latin script letter Q / q.
cueca	noun. A family of musical styles from parts of South America.
cued	adjective. Having or relying on a cue or cues.
cueing	verb. present participle and gerund of cue
cueist	noun. A person skilled in using a cue.
cues	noun. plural of cue
cuing	verb. Alternative spelling of cueing.
cuish	noun. Alternative form of cuisse (“thigh armour”).
cuj	symbol. ISO 639-3 language code for Mashco Piro.
cul	symbol. ISO 639-3 language code for Culina.
culet	noun. A component of armor, consisting of overlapping plates designed to protect the buttocks.
cull	verb. To pick or take someone or something (from a larger group).
culler	noun. One who picks or chooses.
cully	noun. A person who is easily tricked or imposed on; a dupe, a gullible person.
culm	noun. Waste coal, used as a poor quality fuel.
culpa	noun. Negligence or fault, as distinguishable from dolus (deceit, fraud), which implies intent, culpa being imputable to defect of intellect, dolus to defect of heart.
culpae	noun. plural of culpa
culpeo	noun. A canid of species (Lycalopex culpaeus), native to the Andes region of South America.
cult	noun. The veneration, devotion, and religious rites given to a deity (especially in a historical polytheistic context), or (in a Christian context) to a saint; a subset of worship.
cultural	adjective. Pertaining to culture.
cum	preposition. (Should we move, merge or split this sense?) Used in indicating a thing or person which has two or more roles, functions, or natures, or which has changed from one to another.
cumin	noun. The flowering plant Cuminum cyminum, in the family Apiaceae.
cumins	noun. plural of cumin
cums	verb. third-person singular simple present indicative of cum
cun	verb. To know.
cund	verb. Obsolete form of cond (“to con (a ship)”).
cunei	noun. plural of cuneus
cunit	noun. A unit of measure for wood, equal to 100 cubic feet.
cunt	noun. The female genitalia, especially the vulva.
cunts	noun. plural of cunt
cup	noun. A concave vessel for drinking, usually made of opaque material (as opposed to a glass) and with a handle.
cupboard	noun. A board or table used to openly hold and display silver plate and other dishware; a sideboard; a buffet.
cupel	noun. A small circular receptacle used in assaying gold or silver with lead.
cupola	noun. A dome -shaped ornamental structure located on top of a larger roof or dome.
cuppa	noun. A cup of tea (or sometimes any hot drink).
cups	noun. plural of cup
cur	noun. A contemptible or inferior dog.
curare	noun. A plant, Strychnos toxifera, formerly used in arrow poisons in South America due to its D-tubocurarine content.
curari	noun. Alternative form of curare.
curat	noun. A cuirass or breastplate.
curate	noun. An assistant rector or vicar.
curb	noun. A concrete margin along the edge of a road; a kerb.
curbs	noun. plural of curb
curd	noun. The coagulated part of any liquid.
cure	noun. A method, device or medication that restores good health.
cured	verb. simple past and past participle of cure
curer	noun. A healer.
curers	noun. plural of curer
cures	noun. plural of cure
curet	noun. Alternative spelling of curette.
curets	noun. plural of curet
curf	noun. A limestone containing cherts
curia	noun. Any of the subdivisions of a tribe in ancient Rome
curiae	noun. plural of curia
curial	adjective. Pertaining to a court; courtly.
curie	noun. 3.7×10 decays per second, as a unit of radioactivity.
curies	noun. plural of curie
curiet	noun. Obsolete form of cuirass.
curiets	noun. plural of curiet
curing	verb. present participle and gerund of cure
curio	noun. A strange and interesting object; something that evokes curiosity.
curios	noun. plural of curio
curite	noun. An orthorhombic-dipyramidal mineral containing hydrogen, lead, oxygen, and uranium.
curites	noun. plural of curite
curl	noun. A curving piece or lock of hair; a ringlet.
curler	noun. One of a set of small cylindrical tubes used to curl hair.
curn	noun. Alternative form of quern.
curns	noun. plural of curn
curple	noun. The hindquarters or the rump of a horse
curr	verb. To coo like an owl.
curred	verb. simple past and past participle of curr
currency	noun. Money or other items used to facilitate transactions.
currs	verb. third-person singular simple present indicative of curr
curry	noun. One of a family of dishes originating from Indian cuisine, flavored by a spiced sauce.
curs	noun. plural of cur
curse	noun. A supernatural detriment or hindrance; a bane.
curser	noun. One who curses.
cursi	noun. plural of cursus
cursing	verb. present participle and gerund of curse
cursor	noun. A part of any of several scientific or measuring instruments that moves back and forth to indicate a position.
curst	adjective. Archaic spelling of cursed.
curt	adjective. Brief or terse, especially to the point of being rude.
curtal	noun. A variety of short-barrelled cannon.
curtate	adjective. Shortened, having been shortened.
curter	adjective. comparative form of curt: more curt
curtesy	noun. The tenure that a man is entitled to over the property of his deceased wife if there is a child who could inherit it.
curtsey	noun. A small bow, generally performed by a woman or a girl, where she crosses the shin of one leg behind the calf of her other leg and briefly bends her knees to lower her body in deference.
curtsy	noun. Alternative spelling of curtsey.
cush	adjective. Excellent, very good.
cusp	noun. A sharp point or pointed end.
custom	noun. Frequent repetition of the same behavior; way of behavior common to many; ordinary manner; habitual practice; method of doing, living or behaving.
customer	noun. A habitual patron, regular purchaser, returning client; a person or company who has a custom of buying from a particular business.
cut	verb. To incise, to cut into the surface of something.
cute	adjective. Possessing physical features, behaviors, personality traits or other properties that are mainly attributed to infants and small or cuddly animals; e.g. fair, dainty, round, and soft physical features, disproportionately large eyes and head, playfulness, fragility, helplessness, curiosity or shyness, innocence, affectionate behavior.
cuter	adjective. comparative form of cute: more cute
cutes	noun. plural of cutis
cutest	adjective. superlative form of cute: most cute
cutesy	adjective. Overly, affectedly or unnecessarily cute; too cute to be taken seriously.
cutey	noun. Alternative form of cutie.
cuteys	noun. plural of cutey
cutie	noun. A cute person or animal.
cuties	noun. plural of cutie
cutin	noun. A waxy polymer of hydroxy acids that is the main constituent of plant cuticle.
cutins	noun. plural of cutin
cutis	noun. The true skin or dermis, underlying the epidermis.
cutler	noun. One whose business is making or dealing in cutlery.
cutose	noun. A variety of cellulose, occurring as a fine transparent membrane covering the aerial organs of plants, and forming an essential ingredient of cork.
cuts	noun. plural of cut
cutset	noun. The set of edges (of a cut) whose endpoints are in different subsets of the partition.
cutter	noun. A person or device that cuts (in various senses).
cutto	noun. Alternative form of cuttoe.
cutup	noun. Someone who cuts up; someone who acts boisterously or clownishly, for example, by playing practical jokes.
cwm	noun. A valley head created through glacial erosion and with a shape similar to an amphitheatre.
cyamid	noun. A crustacean of the family Cyamidae; a whale louse.
cyan	noun. An additive secondary colour midway between green and blue, evoked by wavelengths between ~490 and ~520 nm.
cyanid	noun. Archaic form of cyanide.
cyanids	noun. plural of cyanid
cyano	noun. a univalent functional group, -CN, consisting of a carbon and a nitrogen atom joined with a triple bond; organic compounds containing
cyans	noun. plural of cyan
cyathi	noun. plural of cyathus
cyc	noun. Clipping of cyclorama.
cycas	noun. Any member of the plant genus Cycas.
cyclas	noun. A long gown or surcoat, cut off at the front, worn in the Middle Ages, sometimes embroidered or interwoven with gold.
cyclase	noun. Any enzyme that catalyzes the cyclization of a compound
cycle	noun. An interval of space or time in which one set of events or phenomena is completed.
cycler	noun. Anything with a cyclic (repetitious) behaviour.
cyclers	noun. plural of cycler
cycles	noun. plural of cycle
cyder	noun. Archaic spelling of cider.
cylinder	noun. A surface created by projecting a closed two-dimensional curve along an axis intersecting the plane of the curve.
cyma	noun. The wavelike, curved shape of a cymatium, consisting of a concave and a convex line; the cymatium itself.
cymar	noun. A scarf.
cymas	noun. plural of cyma
cyme	noun. A “head” (of unexpanded leaves, etc.); an opening bud.
cymene	noun. Any of several isomeric naturally occurring terpenoid hydrocarbons; a constituent of a number of essential oils, most commonly the oil of cumin and thyme.
cymol	noun. cymene
cymols	noun. plural of cymol
cynism	noun. cynicism
cyon	noun. Obsolete spelling of scion.
cyst	noun. A pouch or sac without opening, usually membranous and containing morbid matter, which develops in one of the natural cavities or in the substance of an organ.
cyte	noun. Synonym of cell (“quantity of protoplasm, containing a nucleus, enclosed within a cell membrane”).
cytes	noun. plural of cyte
cytol	noun. Abbreviation of cytology.
cyton	noun. perikaryon
cytula	noun. The fertilized egg cell or parent cell, whose development produces the child or other organism.
daal	noun. Alternative spelling of dal.
dab	verb. To press lightly in a repetitive motion with a soft object without rubbing.
dabber	noun. A thing or person that dabs.
dabbers	noun. plural of dabber
dabs	noun. plural of dab
dace	noun. A shoal -forming fish of species Leuciscus leuciscus, common to swift rivers in England and Wales and in Europe.
daces	noun. plural of dace
dacha	noun. A Russian villa or summer house in the countryside.
dacite	noun. An igneous, volcanic rock with a high iron content.
dacites	noun. plural of dacite
dacoit	noun. A bandit or armed robber, especially in former parts of British India.
dad	noun. A father, a male parent.
dada	noun. Father, dad.
dadas	noun. plural of dada
dado	noun. The section of a pedestal above the base.
dads	noun. plural of dad
dae	symbol. ISO 639-3 language code for Duupa.
daemon	noun. A minor deity or divinity.
daft	adjective. Foolish, silly, stupid.
dafter	adjective. comparative form of daft: more daft
dag	noun. A hanging end or shred, in particular a long pointed strip of cloth at the edge of a piece of clothing, or one of a row of decorative strips of cloth that may ornament a tent, booth or fairground.
dagga	noun. Indian hemp, Cannabis sativa subsp. indica, or a similar plant of the species Leonotis leonurus.
dagging	verb. present participle and gerund of dag
dago	noun. A crewman who speaks Spanish, Portuguese, or Italian.
dags	noun. plural of dag
dah	noun. The spoken representation of a dash in radio and telegraph Morse code.
dahl	noun. Alternative spelling of dal.
dahlin	noun. inulin
dahoon	noun. Ilex cassine, a holly native to the southeastern coast of North America.
dahs	noun. plural of dah
daidle	noun. A pinafore.
daidles	noun. plural of daidle
daily	adjective. That occurs or attends every day, or at least every working day.
daimon	noun. Synonym of demon, particularly as A tutelary deity or spirit that watches over a person or place.
daincha	noun. Alternative form of dhaincha.
daint	adjective. Dainty.
dairy	noun. (also dairy products or dairy produce) Products produced from milk.
dais	noun. A raised platform in a room for a high table, a seat of honour, a throne, or other dignified occupancy, such as ancestral statues; a similar platform supporting a lectern, pulpit, etc., which may be used to speak from.
daises	noun. plural of dais.
daisy	noun. A wild flowering plant of species Bellis perennis of the family Asteraceae, with a yellow head and white petals
dak	noun. A post system by means of transport relays of horses stationed at intervals along a route or network, carrying mail and passengers.
dakers	noun. plural of daker
daks	noun. Trousers or underwear.
dal	noun. Any of many dried husked pulses (legume), including peas, beans and lentils.
dale	noun. A valley, often in an otherwise hilly area.
daled	noun. Alternative form of dalet.
daleds	noun. plural of daled
dales	noun. plural of dale
dalet	noun. The fourth letter of many Semitic alphabets (Phoenician, Aramaic, Hebrew, Syriac, Arabic and others).
dalets	noun. plural of dalet
dali	noun. A timber tree (genus Myristica) of Guiana, whose wood is used for staves etc.
dalk	noun. A pin; brooch; clasp.
dals	noun. plural of dal
